Feature	CPF	Disting	Distinct	Feat_Length_Including_Spaces	Number_Of_Words	BR_Label	Display
has_a_stem	4	ND	0.250	10	3	visual-form_and_surface	has a stem
has_a_stinger	2	D	0.500	13	3	visual-form_and_surface	has a stinger
has_a_stone	1	D	1.000	11	3	visual-form_and_surface	has a stone
has_a_stone_blade	1	D	1.000	17	4	visual-form_and_surface	has a stone blade
has_a_strap	3	ND	0.333	11	3	visual-form_and_surface	has a strap
has_a_string	3	ND	0.333	12	3	visual-form_and_surface	has a string
has_a_stripe	1	D	1.000	12	3	visual-form_and_surface	has a stripe
has_a_strong_beak	1	D	1.000	17	4	visual-form_and_surface	has a strong beak
has_a_sun_roof	1	D	1.000	14	4	visual-form_and_surface	has a sun roof
has_a_surface	1	D	1.000	13	3	visual-form_and_surface	has a surface
has_a_switch	1	D	1.000	12	3	visual-form_and_surface	has a switch
has_a_tail	39	ND	0.026	10	3	visual-form_and_surface	has a tail
has_a_television	1	D	1.000	16	3	encyclopaedic	has a television
has_a_temperature_control	1	D	1.000	25	4	visual-form_and_surface	has a temperature control
has_a_thumb	2	D	0.500	11	3	visual-form_and_surface	has a thumb
has_a_thumb_(1)_and_all_fingers_(2)	1	D	1.000	35	8	visual-form_and_surface	has a thumb (1) and all fingers (2)
has_a_timer	1	D	1.000	11	3	visual-form_and_surface	has a timer
has_a_tongue	4	ND	0.250	12	3	visual-form_and_surface	has a tongue
has_a_top	1	D	1.000	9	3	visual-form_and_surface	has a top
has_a_trigger	5	ND	0.200	13	3	visual-form_and_surface	has a trigger
has_a_trunk	1	D	1.000	11	3	visual-form_and_surface	has a trunk
has_a_turntable	2	D	0.500	15	3	visual-form_and_surface	has a turntable
has_a_visor	1	D	1.000	11	3	visual-form_and_surface	has a visor
has_a_wet_nose	1	D	1.000	14	4	tactile	has a wet nose
has_a_white_tail	1	D	1.000	16	4	visual-colour	has a white tail
has_a_wick	1	D	1.000	10	3	visual-form_and_surface	has a wick
has_a_window	1	D	1.000	12	3	visual-form_and_surface	has a window
has_a_wooden_handle	7	ND	0.143	19	4	visual-form_and_surface	has a wooden handle
has_a_Y_shaped_part	1	D	1.000	19	5	visual-form_and_surface	has a Y shaped part
has_a_zipper	4	ND	0.250	12	3	visual-form_and_surface	has a zipper
has_adjustable_volume_control	1	D	1.000	29	4	visual-form_and_surface	has adjustable volume control
has_advertisements	1	D	1.000	18	2	encyclopaedic	has advertisements
has_alcohol	1	D	1.000	11	2	encyclopaedic	has alcohol
has_an_alarm	1	D	1.000	12	3	encyclopaedic	has an alarm
has_an_alter	1	D	1.000	12	3	visual-form_and_surface	has an alter
has_an_antenna	1	D	1.000	14	3	visual-form_and_surface	has an antenna
has_an_end	3	ND	0.333	10	3	visual-form_and_surface	has an end
has_an_engine	10	ND	0.100	13	3	visual-form_and_surface	has an engine
has_an_eraser	1	D	1.000	13	3	visual-form_and_surface	has an eraser
has_an_eraser_on_end	1	D	1.000	20	5	visual-form_and_surface	has an eraser on end
has_an_inside	11	ND	0.091	13	3	visual-form_and_surface	has an inside
has_an_outside	4	ND	0.250	14	3	visual-form_and_surface	has an outside
has_an_oven	1	D	1.000	11	3	visual-form_and_surface	has an oven
has_an_udder	1	D	1.000	12	3	visual-form_and_surface	has an udder
has_antennae	4	ND	0.250	12	2	visual-form_and_surface	has antennae
has_antlers	4	ND	0.250	11	2	visual-form_and_surface	has antlers
has_armrests	3	ND	0.333	12	2	visual-form_and_surface	has armrests
has_articles	1	D	1.000	12	2	visual-form_and_surface	has articles
has_authors	1	D	1.000	11	2	encyclopaedic	has authors
has_bark	4	ND	0.250	8	2	visual-form_and_surface	has bark
has_bars	1	D	1.000	8	2	visual-form_and_surface	has bars
has_bathrooms	1	D	1.000	13	2	visual-form_and_surface	has bathrooms
has_batteries	1	D	1.000	13	2	encyclopaedic	has batteries
has_beady_eyes	1	D	1.000	14	3	visual-form_and_surface	has beady eyes
has_bedrooms	2	D	0.500	12	2	visual-form_and_surface	has bedrooms
has_beds	1	D	1.000	8	2	visual-form_and_surface	has beds
has_belt_loops	1	D	1.000	14	3	visual-form_and_surface	has belt loops
has_benches	1	D	1.000	11	2	visual-form_and_surface	has benches
has_big_ears	1	D	1.000	12	3	visual-form_and_surface	has big ears
has_bindings	1	D	1.000	12	2	visual-form_and_surface	has bindings
has_bits	1	D	1.000	8	2	visual-form_and_surface	has bits
has_black_spots	1	D	1.000	15	3	visual-colour	has black spots
has_blades	5	ND	0.200	10	2	visual-form_and_surface	has blades
has_blankets	1	D	1.000	12	2	encyclopaedic	has blankets
has_blubber	1	D	1.000	11	2	visual-form_and_surface	has blubber
has_bowls	1	D	1.000	9	2	visual-form_and_surface	has bowls
has_brakes	1	D	1.000	10	2	visual-form_and_surface	has brakes
has_branches	3	ND	0.333	12	2	visual-form_and_surface	has branches
has_bristles	3	ND	0.333	12	2	visual-form_and_surface	has bristles
has_bubbles	1	D	1.000	11	2	visual-form_and_surface	has bubbles
has_buckles	2	D	0.500	11	2	visual-form_and_surface	has buckles
has_buttons	13	ND	0.077	11	2	visual-form_and_surface	has buttons
has_cables	1	D	1.000	10	2	visual-form_and_surface	has cables
has_candles	3	ND	0.333	11	2	encyclopaedic	has candles
has_carbohydrates	1	D	1.000	17	2	encyclopaedic	has carbohydrates
has_chairs	1	D	1.000	10	2	encyclopaedic	has chairs
has_clasps	1	D	1.000	10	2	visual-form_and_surface	has clasps
has_claws	10	ND	0.100	9	2	visual-form_and_surface	has claws
has_clergy	2	D	0.500	10	2	encyclopaedic	has clergy
has_cold_water_(left)	1	D	1.000	21	4	visual-form_and_surface	has cold water (left)
has_connections	1	D	1.000	15	2	visual-form_and_surface	has connections
has_cuffs	2	D	0.500	9	2	visual-form_and_surface	has cuffs
has_cups	1	D	1.000	8	2	visual-form_and_surface	has cups
has_cushions	2	D	0.500	12	2	visual-form_and_surface	has cushions
has_cutting_blades	1	D	1.000	18	3	visual-form_and_surface	has cutting blades
has_decks	1	D	1.000	9	2	visual-form_and_surface	has decks
has_dials	1	D	1.000	9	2	visual-form_and_surface	has dials
has_different_heads	2	D	0.500	19	3	visual-form_and_surface	has different heads
has_different_sized_drill_bits	1	D	1.000	30	5	visual-form_and_surface	has different sized drill bits
has_different_sizes_of_grains/textures	1	D	1.000	38	5	visual-form_and_surface	has different sizes of grains/textures
has_dimples	1	D	1.000	11	2	visual-form_and_surface	has dimples
has_doors	15	ND	0.067	9	2	visual-form_and_surface	has doors
has_drawers	5	ND	0.200	11	2	visual-form_and_surface	has drawers
has_ears	5	ND	0.200	8	2	visual-form_and_surface	has ears
has_edges	1	D	1.000	9	2	visual-form_and_surface	has edges
has_elastic	1	D	1.000	11	2	visual-form_and_surface	has elastic
has_elements	2	D	0.500	12	2	visual-form_and_surface	has elements
has_elevators	2	D	0.500	13	2	visual-form_and_surface	has elevators
has_engines	2	D	0.500	11	2	visual-form_and_surface	has engines
has_eyepieces	1	D	1.000	13	2	visual-form_and_surface	has eyepieces
has_eyes	16	ND	0.063	8	2	visual-form_and_surface	has eyes
has_fangs	3	ND	0.333	9	2	visual-form_and_surface	has fangs
has_feather_filling	2	D	0.500	19	3	visual-form_and_surface	has feather filling
has_feathers	38	ND	0.026	12	2	visual-form_and_surface	has feathers
has_feet	10	ND	0.100	8	2	visual-form_and_surface	has feet
has_fibre	1	D	1.000	9	2	encyclopaedic	has fibre
has_filling	3	ND	0.333	11	2	visual-form_and_surface	has filling
has_fine_sand_covering_it	1	D	1.000	25	5	visual-form_and_surface	has fine sand covering it
has_fingers	1	D	1.000	11	2	visual-form_and_surface	has fingers
has_fins	11	ND	0.091	8	2	visual-form_and_surface	has fins
has_fireplaces	1	D	1.000	14	2	visual-form_and_surface	has fireplaces
has_flashing_lights	1	D	1.000	19	3	visual-form_and_surface	has flashing lights
has_flippers	1	D	1.000	12	2	visual-form_and_surface	has flippers
has_flowers	2	D	0.500	11	2	visual-form_and_surface	has flowers
has_foam_filling	2	D	0.500	16	3	visual-form_and_surface	has foam filling
has_food	1	D	1.000	8	2	encyclopaedic	has food
has_four-wheel_drive	1	D	1.000	20	3	encyclopaedic	has four-wheel drive
has_freon	1	D	1.000	9	2	encyclopaedic	has freon
has_fur	22	ND	0.045	7	2	visual-form_and_surface	has fur
has_fuzzy_skin	1	D	1.000	14	3	tactile	has fuzzy skin
has_gears	1	D	1.000	9	2	visual-form_and_surface	has gears
has_gills	9	ND	0.111	9	2	visual-form_and_surface	has gills
has_glass	1	D	1.000	9	2	visual-form_and_surface	has glass
has_glossy_pages	1	D	1.000	16	3	visual-form_and_surface	has glossy pages
has_graffiti	1	D	1.000	12	2	encyclopaedic	has graffiti
has_grapes	1	D	1.000	10	2	encyclopaedic	has grapes
has_green_leaves	4	ND	0.250	16	3	visual-colour	has green leaves
has_green_skin	1	D	1.000	14	3	visual-colour	has green skin
has_guns	1	D	1.000	8	2	visual-form_and_surface	has guns
has_hair	9	ND	0.111	8	2	visual-form_and_surface	has hair
has_handle_bars	3	ND	0.333	15	3	visual-form_and_surface	has handle bars
has_handles	7	ND	0.143	11	2	visual-form_and_surface	has handles
has_handrails	1	D	1.000	13	2	visual-form_and_surface	has handrails
has_hands	1	D	1.000	9	2	visual-form_and_surface	has hands
has_hangers	1	D	1.000	11	2	encyclopaedic	has hangers
has_hanging_bars	1	D	1.000	16	3	visual-form_and_surface	has hanging bars
has_heels	2	D	0.500	9	2	visual-form_and_surface	has heels
has_high_heels	1	D	1.000	14	3	visual-form_and_surface	has high heels
has_hinges	2	D	0.500	10	2	visual-form_and_surface	has hinges
has_holders	1	D	1.000	11	2	visual-form_and_surface	has holders
has_holes	6	ND	0.167	9	2	visual-form_and_surface	has holes
has_honey	1	D	1.000	9	2	visual-form_and_surface	has honey
has_hooks	1	D	1.000	9	2	visual-form_and_surface	has hooks
has_hooves	9	ND	0.111	10	2	visual-form_and_surface	has hooves
has_horns	6	ND	0.167	9	2	visual-form_and_surface	has horns
has_hot_water_(right)	1	D	1.000	21	4	visual-form_and_surface	has hot water (right)
has_husks	1	D	1.000	9	2	visual-form_and_surface	has husks
has_ice_inside	1	D	1.000	14	3	encyclopaedic	has ice inside
has_information	1	D	1.000	15	2	visual-form_and_surface	has information
has_ink	1	D	1.000	7	2	visual-form_and_surface	has ink
has_jaws	1	D	1.000	8	2	visual-form_and_surface	has jaws
has_jewels	1	D	1.000	10	2	visual-form_and_surface	has jewels
has_kernels	1	D	1.000	11	2	visual-form_and_surface	has kernels
has_keys	7	ND	0.143	8	2	visual-form_and_surface	has keys
has_lace	1	D	1.000	8	2	visual-form_and_surface	has lace
has_laces	3	ND	0.333	9	2	visual-form_and_surface	has laces
has_large_ears	1	D	1.000	14	3	visual-form_and_surface	has large ears
has_large_eyes	1	D	1.000	14	3	visual-form_and_surface	has large eyes
has_large_teeth	2	D	0.500	15	3	visual-form_and_surface	has large teeth
has_large_tusks	1	D	1.000	15	3	visual-form_and_surface	has large tusks
has_large_wheels	2	D	0.500	16	3	visual-form_and_surface	has large wheels
has_layers	1	D	1.000	10	2	visual-form_and_surface	has layers
has_leather_seats	1	D	1.000	17	3	visual-form_and_surface	has leather seats
has_leaves	15	ND	0.067	10	2	visual-form_and_surface	has leaves
has_legs	44	ND	0.023	8	2	visual-form_and_surface	has legs
has_lenses	1	D	1.000	10	2	visual-form_and_surface	has lenses
has_letters	1	D	1.000	11	2	visual-form_and_surface	has letters
has_levels	1	D	1.000	10	2	visual-form_and_surface	has levels
has_lightbulbs	2	D	0.500	14	2	visual-form_and_surface	has lightbulbs
has_links	1	D	1.000	9	2	visual-form_and_surface	has links
has_lists_of_foods	1	D	1.000	18	4	visual-form_and_surface	has lists of foods
has_lists_of_prices	1	D	1.000	19	4	visual-form_and_surface	has lists of prices
has_logos	1	D	1.000	9	2	visual-form_and_surface	has logos
has_long_legs	6	ND	0.167	13	3	visual-form_and_surface	has long legs
has_long_sleeves	1	D	1.000	16	3	visual-form_and_surface	has long sleeves
has_long_tail_feathers	1	D	1.000	22	4	visual-form_and_surface	has long tail feathers
has_lots_of_water_inside	1	D	1.000	24	5	encyclopaedic	has lots of water inside
has_many_cars	1	D	1.000	13	3	visual-form_and_surface	has many cars
has_many_floors	1	D	1.000	15	3	visual-form_and_surface	has many floors
has_many_legs	2	D	0.500	13	3	visual-form_and_surface	has many legs
has_many_seats	1	D	1.000	14	3	visual-form_and_surface	has many seats
has_mercury	1	D	1.000	11	2	visual-form_and_surface	has mercury
has_metal_bands	1	D	1.000	15	3	visual-form_and_surface	has metal bands
has_milk	1	D	1.000	8	2	visual-form_and_surface	has milk
has_minerals	1	D	1.000	12	2	encyclopaedic	has minerals
has_mirrors	1	D	1.000	11	2	visual-form_and_surface	has mirrors
has_needles	2	D	0.500	11	2	visual-form_and_surface	has needles
has_nicotine	1	D	1.000	12	2	encyclopaedic	has nicotine
has_no_backrest	1	D	1.000	15	3	encyclopaedic	has no backrest
has_no_fingers	1	D	1.000	14	3	encyclopaedic	has no fingers
has_no_fuzz	1	D	1.000	11	3	encyclopaedic	has no fuzz
has_no_roof	1	D	1.000	11	3	encyclopaedic	has no roof
has_no_seeds	1	D	1.000	12	3	encyclopaedic	has no seeds
has_no_sleeves	2	D	0.500	14	3	encyclopaedic	has no sleeves
has_no_straps	1	D	1.000	13	3	encyclopaedic	has no straps
has_nuclear_missiles	1	D	1.000	20	3	encyclopaedic	has nuclear missiles
has_numbers	5	ND	0.200	11	2	visual-form_and_surface	has numbers
has_own_clothes	1	D	1.000	15	3	encyclopaedic	has own clothes
has_paddles/is_paddled	1	D	1.000	22	3	encyclopaedic	has paddles/is paddled
has_page_numbers	1	D	1.000	16	3	visual-form_and_surface	has page numbers
has_pages	2	D	0.500	9	2	visual-form_and_surface	has pages
has_pants	1	D	1.000	9	2	visual-form_and_surface	has pants
has_patterns	5	ND	0.200	12	2	visual-form_and_surface	has patterns
has_paws	2	D	0.500	8	2	visual-form_and_surface	has paws
has_pearls	1	D	1.000	10	2	visual-form_and_surface	has pearls
has_pedals	4	ND	0.250	10	2	visual-form_and_surface	has pedals
has_peel	6	ND	0.167	8	2	visual-form_and_surface	has peel
has_pictures	3	ND	0.333	12	2	visual-form_and_surface	has pictures
has_pillows	3	ND	0.333	11	2	encyclopaedic	has pillows
has_pinchers	1	D	1.000	12	2	visual-form_and_surface	has pinchers
has_pipes	3	ND	0.333	9	2	encyclopaedic	has pipes
has_pleats	1	D	1.000	10	2	visual-form_and_surface	has pleats
has_pockets	6	ND	0.167	11	2	visual-form_and_surface	has pockets
has_pods	1	D	1.000	8	2	visual-form_and_surface	has pods
has_poles	1	D	1.000	9	2	visual-form_and_surface	has poles
has_potato_eyes	1	D	1.000	15	3	visual-form_and_surface	has potato eyes
has_powerful_jaws	1	D	1.000	17	3	visual-form_and_surface	has powerful jaws
has_prongs	2	D	0.500	10	2	visual-form_and_surface	has prongs
has_propellers	2	D	0.500	14	2	visual-form_and_surface	has propellers
has_protein	1	D	1.000	11	2	encyclopaedic	has protein
has_pulp	2	D	0.500	8	2	visual-form_and_surface	has pulp
has_quills	1	D	1.000	10	2	visual-form_and_surface	has quills
has_racks	2	D	0.500	9	2	visual-form_and_surface	has racks
has_reeds	2	D	0.500	9	2	visual-form_and_surface	has reeds
has_ridges	1	D	1.000	10	2	visual-form_and_surface	has ridges
has_rims	1	D	1.000	8	2	visual-form_and_surface	has rims
has_rind	1	D	1.000	8	2	visual-form_and_surface	has rind
has_rips	1	D	1.000	8	2	visual-form_and_surface	has rips
has_roll_bars	1	D	1.000	13	3	visual-form_and_surface	has roll bars
has_rooms	3	ND	0.333	9	2	visual-form_and_surface	has rooms
has_rough_skin	1	D	1.000	14	3	tactile	has rough skin
has_runs	2	D	0.500	8	2	visual-form_and_surface	has runs
has_sails	4	ND	0.250	9	2	visual-form_and_surface	has sails
has_scales	10	ND	0.100	10	2	visual-form_and_surface	has scales
has_seams	1	D	1.000	9	2	visual-form_and_surface	has seams
has_seats	4	ND	0.250	9	2	visual-form_and_surface	has seats
has_sections	3	ND	0.333	12	2	visual-form_and_surface	has sections
has_seeds	21	ND	0.048	9	2	visual-form_and_surface	has seeds
has_sentimental_value	1	D	1.000	21	3	encyclopaedic	has sentimental value
has_shakers_inside	1	D	1.000	18	3	visual-form_and_surface	has shakers inside
has_sharp_teeth	3	ND	0.333	15	3	visual-form_and_surface	has sharp teeth
has_sheets	1	D	1.000	10	2	encyclopaedic	has sheets
has_shelves	6	ND	0.167	11	2	visual-form_and_surface	has shelves
has_short_sleeves	1	D	1.000	17	3	visual-form_and_surface	has short sleeves
has_sides	1	D	1.000	9	2	visual-form_and_surface	has sides
has_skin	16	ND	0.063	8	2	visual-form_and_surface	has skin
has_sleeves	6	ND	0.167	11	2	visual-form_and_surface	has sleeves
has_sliding_doors	1	D	1.000	17	3	visual-form_and_surface	has sliding doors
has_smooth_skin	1	D	1.000	15	3	tactile	has smooth skin
has_soles	3	ND	0.333	9	2	visual-form_and_surface	has soles
has_speakers	1	D	1.000	12	2	visual-form_and_surface	has speakers
has_spokes	1	D	1.000	10	2	visual-form_and_surface	has spokes
has_spots	3	ND	0.333	9	2	visual-form_and_surface	has spots
has_springs	1	D	1.000	11	2	visual-form_and_surface	has springs
has_stained_glass_windows	2	D	0.500	25	4	visual-form_and_surface	has stained glass windows
has_stairs	1	D	1.000	10	2	visual-form_and_surface	has stairs
has_stairways	1	D	1.000	13	2	visual-form_and_surface	has stairways
has_stalks	3	ND	0.333	10	2	visual-form_and_surface	has stalks
has_stalls	1	D	1.000	10	2	visual-form_and_surface	has stalls
has_starch	1	D	1.000	10	2	encyclopaedic	has starch
has_steps	1	D	1.000	9	2	visual-form_and_surface	has steps
has_stirrups	1	D	1.000	12	2	visual-form_and_surface	has stirrups
has_stitching	1	D	1.000	13	2	visual-form_and_surface	has stitching
has_straight_edges	1	D	1.000	18	3	visual-form_and_surface	has straight edges
has_straps	4	ND	0.250	10	2	visual-form_and_surface	has straps
has_strings	9	ND	0.111	11	2	visual-form_and_surface	has strings
has_stripes	4	ND	0.250	11	2	visual-form_and_surface	has stripes
has_suction_cups	1	D	1.000	16	3	visual-form_and_surface	has suction cups
has_talons	2	D	0.500	10	2	visual-form_and_surface	has talons
has_taps	3	ND	0.333	8	2	encyclopaedic	has taps
has_teeth	14	ND	0.071	9	2	visual-form_and_surface	has teeth
has_Teflon_coating	1	D	1.000	18	3	visual-form_and_surface	has Teflon coating
has_tenants	1	D	1.000	11	2	encyclopaedic	has tenants
has_tentacles	2	D	0.500	13	2	visual-form_and_surface	has tentacles
has_thin/spaghetti_straps	1	D	1.000	25	3	visual-form_and_surface	has thin/spaghetti straps
has_threads	2	D	0.500	11	2	visual-form_and_surface	has threads
has_tinted_windows	1	D	1.000	18	3	visual-form_and_surface	has tinted windows
has_toes	1	D	1.000	8	2	visual-form_and_surface	has toes
has_tombs	1	D	1.000	9	2	visual-form_and_surface	has tombs
has_tracks	1	D	1.000	10	2	visual-form_and_surface	has tracks
has_training_wheels	1	D	1.000	19	3	visual-form_and_surface	has training wheels
has_tusks	2	D	0.500	9	2	visual-form_and_surface	has tusks
has_units	1	D	1.000	9	2	visual-form_and_surface	has units
has_units_-_cm	1	D	1.000	14	4	encyclopaedic	has units - cm
has_units_-_inches	1	D	1.000	18	4	encyclopaedic	has units - inches
has_value	2	D	0.500	9	2	encyclopaedic	has value
has_valves	1	D	1.000	10	2	visual-form_and_surface	has valves
has_vitamin_A	1	D	1.000	13	3	encyclopaedic	has vitamin A
has_vitamin_C	4	ND	0.250	13	3	encyclopaedic	has vitamin C
has_walls	3	ND	0.333	9	2	visual-form_and_surface	has walls
has_warheads	1	D	1.000	12	2	visual-form_and_surface	has warheads
has_warts	1	D	1.000	9	2	visual-form_and_surface	has warts
has_water	1	D	1.000	9	2	encyclopaedic	has water
has_water_controls	1	D	1.000	18	3	visual-form_and_surface	has water controls
has_webbed_feet	6	ND	0.167	15	3	visual-form_and_surface	has webbed feet
has_wheels	23	ND	0.043	10	2	visual-form_and_surface	has wheels
has_whiskers	8	ND	0.125	12	2	visual-form_and_surface	has whiskers
has_white_laces	1	D	1.000	15	3	visual-colour	has white laces
has_windows	9	ND	0.111	11	2	visual-form_and_surface	has windows
has_wings	44	ND	0.023	9	2	visual-form_and_surface	has wings
has_wires	2	D	0.500	9	2	visual-form_and_surface	has wires
has_wool	2	D	0.500	8	2	visual-form_and_surface	has wool
has_words_in_it	2	D	0.500	15	4	visual-form_and_surface	has words in it
has_words_on_it	2	D	0.500	15	4	visual-form_and_surface	has words on it
has_zippers	3	ND	0.333	11	2	visual-form_and_surface	has zippers
herded_by_shepherds	1	D	1.000	19	3	function	herded by shepherds
hunted_by_Eskimos	1	D	1.000	17	3	function	hunted by Eskimos
hunted_by_people	27	ND	0.037	16	3	function	hunted by people
inbeh_-_breaks	1	D	1.000	14	3	encyclopaedic	inbeh - breaks
inbeh_-_burns	1	D	1.000	13	3	visual-motion	inbeh - burns
inbeh_-_bursts	1	D	1.000	14	3	sound	inbeh - bursts
inbeh_-_clicks	1	D	1.000	14	3	sound	inbeh - clicks
inbeh_-_clogs	2	D	0.500	13	3	encyclopaedic	inbeh - clogs
inbeh_-_crashes	1	D	1.000	15	3	visual-motion	inbeh - crashes
inbeh_-_dries_quickly	1	D	1.000	21	4	encyclopaedic	inbeh - dries quickly
inbeh_-_expands	1	D	1.000	15	3	visual-motion	inbeh - expands
inbeh_-_explodes	3	ND	0.333	16	3	sound	inbeh - explodes
inbeh_-_fades	1	D	1.000	13	3	visual-colour	inbeh - fades
inbeh_-_fires	5	ND	0.200	13	3	sound	inbeh - fires
inbeh_-_fires_bullets	4	ND	0.250	21	4	visual-motion	inbeh - fires bullets
inbeh_-_fires_cannon_balls	1	D	1.000	26	5	visual-motion	inbeh - fires cannon balls
inbeh_-_flies	2	D	0.500	13	3	visual-motion	inbeh - flies
inbeh_-_flies_in_the_wind	1	D	1.000	25	6	visual-motion	inbeh - flies in the wind
inbeh_-_floats	7	ND	0.143	14	3	visual-motion	inbeh - floats
inbeh_-_flows_in_the_wind	1	D	1.000	25	6	visual-motion	inbeh - flows in the wind
inbeh_-_gets_caught	1	D	1.000	19	4	encyclopaedic	inbeh - gets caught
inbeh_-_gets_hot	3	ND	0.333	16	4	encyclopaedic	inbeh - gets hot
inbeh_-_gets_wet	1	D	1.000	16	4	encyclopaedic	inbeh - gets wet
inbeh_-_gives_bad_luck_if_breaks	1	D	1.000	32	7	encyclopaedic	inbeh - gives bad luck if breaks
inbeh_-_goes_down	2	D	0.500	17	4	visual-motion	inbeh - goes down
inbeh_-_goes_up	2	D	0.500	15	4	visual-motion	inbeh - goes up
inbeh_-_holds_water	1	D	1.000	19	4	encyclopaedic	inbeh - holds water
inbeh_-_hovers	1	D	1.000	14	3	visual-motion	inbeh - hovers
inbeh_-_leaks	3	ND	0.333	13	3	encyclopaedic	inbeh - leaks
inbeh_-_makes_high_pitched_noise	1	D	1.000	32	6	sound	inbeh - makes high pitched noise
inbeh_-_melts	1	D	1.000	13	3	visual-motion	inbeh - melts
inbeh_-_moves	1	D	1.000	13	3	visual-motion	inbeh - moves
inbeh_-_pops_up	1	D	1.000	15	4	visual-motion	inbeh - pops up
inbeh_-_pricks_fingers	1	D	1.000	22	4	encyclopaedic	inbeh - pricks fingers
inbeh_-_produces_a_loud_noise_when_fired	1	D	1.000	40	8	sound	inbeh - produces a loud noise when fired
inbeh_-_produces_a_loud_noise_when_popped	1	D	1.000	41	8	sound	inbeh - produces a loud noise when popped
inbeh_-_produces_bass_notes	1	D	1.000	27	5	sound	inbeh - produces bass notes
inbeh_-_produces_beats	1	D	1.000	22	4	sound	inbeh - produces beats
inbeh_-_produces_chords	1	D	1.000	23	4	sound	inbeh - produces chords
inbeh_-_produces_deep_sounds	1	D	1.000	28	5	sound	inbeh - produces deep sounds
inbeh_-_produces_different_sounds	1	D	1.000	33	5	sound	inbeh - produces different sounds
inbeh_-_produces_heat	3	ND	0.333	21	4	encyclopaedic	inbeh - produces heat
inbeh_-_produces_honey	1	D	1.000	22	4	encyclopaedic	inbeh - produces honey
inbeh_-_produces_light	1	D	1.000	22	4	encyclopaedic	inbeh - produces light
inbeh_-_produces_loud_noise	2	D	0.500	27	5	sound	inbeh - produces loud noise
inbeh_-_produces_music	13	ND	0.077	22	4	sound	inbeh - produces music
inbeh_-_produces_noise	7	ND	0.143	22	4	sound	inbeh - produces noise
inbeh_-_produces_notes	2	D	0.500	22	4	sound	inbeh - produces notes
inbeh_-_produces_radiation	1	D	1.000	26	4	encyclopaedic	inbeh - produces radiation
inbeh_-_produces_smoke	3	ND	0.333	22	4	encyclopaedic	inbeh - produces smoke
inbeh_-_produces_sound	4	ND	0.250	22	4	sound	inbeh - produces sound
inbeh_-_produces_static	1	D	1.000	23	4	sound	inbeh - produces static
inbeh_-_produces_steam	1	D	1.000	22	4	encyclopaedic	inbeh - produces steam
inbeh_-_rings	1	D	1.000	13	3	sound	inbeh - rings
inbeh_-_rolls	2	D	0.500	13	3	visual-motion	inbeh - rolls
inbeh_-_runs_easily	2	D	0.500	19	4	encyclopaedic	inbeh - runs easily
inbeh_-_sinks	1	D	1.000	13	3	encyclopaedic	inbeh - sinks
inbeh_-_sprays_water	1	D	1.000	20	4	encyclopaedic	inbeh - sprays water
inbeh_-_surrounds_yards	1	D	1.000	23	4	encyclopaedic	inbeh - surrounds yards
inbeh_-_tells_stories	1	D	1.000	21	4	encyclopaedic	inbeh - tells stories
inbeh_-_ticks	1	D	1.000	13	3	sound	inbeh - ticks
inbeh_-_tips	1	D	1.000	12	3	visual-motion	inbeh - tips
inbeh_-_turns	1	D	1.000	13	3	visual-motion	inbeh - turns
inbeh_-_water_flows_through_it	1	D	1.000	30	6	encyclopaedic	inbeh - water flows through it
inbeh_-_water_passes_through	1	D	1.000	28	5	encyclopaedic	inbeh - water passes through
inbeh_-_whistles	1	D	1.000	16	3	sound	inbeh - whistles
inbeh_-_wobbles	1	D	1.000	15	3	visual-motion	inbeh - wobbles
is_1_foot_long	1	D	1.000	14	4	visual-form_and_surface	is 1 foot long
is_addictive	1	D	1.000	12	2	encyclopaedic	is addictive
is_adjustable	3	ND	0.333	13	2	function	is adjustable
is_adorned_with_feathers	1	D	1.000	24	4	visual-form_and_surface	is adorned with feathers
is_ancient	1	D	1.000	10	2	encyclopaedic	is ancient
is_annoying	4	ND	0.250	11	2	encyclopaedic	is annoying
is_attached_by_string	1	D	1.000	21	4	encyclopaedic	is attached by string
is_attached_to_chains	1	D	1.000	21	4	encyclopaedic	is attached to chains
is_attached_to_ropes	1	D	1.000	20	4	encyclopaedic	is attached to ropes
is_bald	2	D	0.500	7	2	visual-form_and_surface	is bald
is_beautiful	6	ND	0.167	12	2	encyclopaedic	is beautiful
is_beige	1	D	1.000	8	2	visual-colour	is beige
is_black	50	ND	0.020	8	2	visual-colour	is black
is_blind	1	D	1.000	8	2	encyclopaedic	is blind
is_blue	6	ND	0.167	7	2	visual-colour	is blue
is_box_shaped	2	D	0.500	13	3	visual-form_and_surface	is box shaped
is_braided	1	D	1.000	10	2	visual-form_and_surface	is braided
is_breakable	10	ND	0.100	12	2	encyclopaedic	is breakable
is_bright	3	ND	0.333	9	2	visual-form_and_surface	is bright
is_brown	54	ND	0.019	8	2	visual-colour	is brown
is_bulletproof	2	D	0.500	14	2	encyclopaedic	is bulletproof
is_businesslike	1	D	1.000	15	2	encyclopaedic	is businesslike
is_casual	1	D	1.000	9	2	encyclopaedic	is casual
is_caught_in_nets	2	D	0.500	17	4	function	is caught in nets
is_cheap	1	D	1.000	8	2	encyclopaedic	is cheap
is_citrus	5	ND	0.200	9	2	encyclopaedic	is citrus
is_clear	1	D	1.000	8	2	visual-colour	is clear
